ts,Protocol_name,Duration,Protocol Type,flow_duration,Header_Length,src_ip_bytes,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,urg_flag_number,ece_flag_number,cwr_flag_number,dst_ip_bytes,Rate,Srate,Drate,ack_count,syn_count,fin_count,urg_count,rst_count,max_duration,min_duration,sum_duration,average_duration,std_duration,CoAP,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,MAC,Magnitue,Radius,Covariance,Variance,Weight,Correlation,RARP,DS status,Fragments,Sequence number,Protocol Version,flow_idle_time,flow_active_time,source_ip
1701045575.294261,TCP,128,6,0.601593017578125,7074,24,0,0,0,1,1,0,0,0,18,26.596053365799218,26.596053365799218,0.0,0,2,0,8,15,1701045575.294261,1701045574.692668,27216729199.586887,1701045574.9741805,0.19973500327252935,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1295,54,845,161.875,258.43589026100847,78,0.00028395652770996094,8,808448,17.99305421544658,365.483541011083,66789.109375,1.0,64,1.0,0,0,0,0,0,0.00028395652770996094,0.601593017578125,192.168.43.110
1701045575.294341,TCP,128,6,0.6016731262207031,7128,25,1,0,0,0,1,0,0,0,19,28.254544301791093,28.254544301791093,0.0,1,2,0,8,16,1701045575.294341,1701045574.692668,28917774774.88123,1701045574.9930134,0.20789964188848925,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1349,54,845,149.88888888888889,246.00291075262794,54,8.0108642578125e-05,9,808448,17.31409188429407,347.9006527696245,60517.43209876543,1.0,81,0.9999999999999999,0,0,0,0,0,8.0108642578125e-05,0.6016731262207031,192.168.43.110
1701045575.297351,TCP,44,6,0.6046829223632812,7182,19,1,0,0,0,1,0,0,0,25,29.767667209205495,29.767667209205495,0.0,2,2,0,8,17,1701045575.297351,1701045574.692668,30618820350.17858,1701045575.009921,0.21373063693330477,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1403,54,845,140.3,235.14508287438207,54,0.003009796142578125,10,808448,16.751119365582706,332.5453653262965,55293.21000000001,1.0,100,0.9999999999999998,0,0,0,0,0,0.003009796142578125,0.6046829223632812,140.82.114.22
1701045575.297381,TCP,128,6,0.604712963104248,7236,26,0,0,0,0,1,0,0,0,20,31.419865554832732,31.419865554832732,0.0,2,2,0,8,18,1701045575.297381,1701045574.692668,32319865925.475964,1701045575.0250506,0.21770794301534976,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1457,54,845,132.45454545454547,225.57053467973714,54,3.0040740966796875e-05,11,808448,16.27602810605496,319.00490941583485,50882.066115702495,1.0,121,1.0,0,0,0,0,0,3.0040740966796875e-05,0.604712963104248,192.168.43.110
1701045575.332428,TCP,44,6,0.6395719051361084,9677,20,0,0,1,0,0,0,0,0,26,32.834462913956415,32.834462913956415,0.0,2,2,1,8,19,1701045575.332428,1701045574.692856,35721957075.49635,1701045575.0236359,0.21039395607207007,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1511,54,845,125.91666666666667,217.0531648902842,54,0.035047054290771484,12,808448,15.869257491556855,306.95952954384364,47112.07638888893,1.0,144,0.9999999999999999,0,0,0,0,0,0.06013894081115723,0.6395719051361084,140.82.114.22
1701045575.332428,TCP,44,6,0.6395719051361084,9731,21,0,0,1,0,0,0,0,0,27,34.398008767001954,34.398008767001954,0.0,2,2,2,8,19,1701045575.332428,1701045574.692856,37423002650.82878,1701045575.0376718,0.21538512950929908,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1565,54,845,120.38461538461539,209.41660299381098,54,0.0,13,808448,15.516740339685741,296.1598001399496,43855.31360946744,1.0,169,1.0,0,0,0,0,0,0.0,0.6395719051361084,140.82.114.22
1701045575.332428,TCP,44,6,0.6395719051361084,9785,22,0,0,1,0,0,0,0,0,28,35.9615546200475,35.9615546200475,0.0,2,2,3,8,19,1701045575.332428,1701045574.692856,39124048226.16121,1701045575.0504873,0.2190593090996674,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1619,54,845,115.64285714285714,202.52181792264722,54,0.0,14,808448,15.208080558890865,286.40910158266223,41015.08673469387,1.0,196,1.0,0,0,0,0,0,0.0,0.6395719051361084,140.82.114.22
1701045575.337207,TCP,44,6,0.6443510055541992,9839,23,0,0,1,0,0,0,0,0,29,37.24677977239729,37.24677977239729,0.0,2,2,4,8,19,1701045575.337207,1701045574.692856,40825093801.49841,1701045575.062434,0.22196880919767642,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1673,54,845,111.53333333333333,196.25794817592026,54,0.00477910041809082,15,808448,14.935416521365136,277.55065203390245,38517.182222222196,1.0,225,1.0,0,0,0,0,0,0.00477910041809082,0.6443510055541992,140.82.114.22
1701045575.344601,TCP,47,6,0.13988685607910156,1149,5,0,0,0,0,1,0,0,0,30,21.44590338282816,21.44590338282816,0.0,0,0,0,2,3,1701045575.344601,1701045575.204714,5103136725.756265,1701045575.2520883,0.06542266029728591,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1727,54,845,107.9375,190.53558353690786,54,0.007393836975097656,16,808448,14.692685254915114,269.45800635256694,36303.80859375,1.0,256,1.0,0,0,0,0,0,0.1376509666442871,0.13988685607910156,149.154.167.91
1701045575.344637,TCP,128,6,0.1399228572845459,1371,27,0,0,0,1,1,0,0,0,5,28.58718066245342,28.58718066245342,0.0,0,0,0,3,4,1701045575.344637,1701045575.204714,6804182301.100902,1701045575.2752254,0.06939795959078815,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1949,54,845,114.6470588235294,186.78485301244018,222,3.600120544433594e-05,17,808448,15.142460752699966,264.15367237605795,34888.58131487887,1.0,289,1.0,0,0,0,0,0,3.600120544433594e-05,0.1399228572845459,192.168.43.110
1701045575.356034,TCP,44,6,0.6633660793304443,7290,24,0,0,1,0,0,0,0,0,31,30.149265425489666,30.149265425489666,0.0,2,2,1,8,18,1701045575.356034,1701045574.692668,34020911500.831997,1701045575.0415998,0.2241217117898485,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2003,54,845,111.27777777777777,182.0530464683166,54,0.011397123336791992,18,808448,14.918296000400165,257.46188738683264,33143.311728395034,1.0,324,1.0,0,0,0,0,0,0.05865311622619629,0.6633660793304443,140.82.114.22
1701045575.357795,TCP,44,6,0.6651270389556885,7344,25,0,0,1,0,0,0,0,0,32,31.572915804132634,31.572915804132634,0.0,2,2,2,8,18,1701045575.357795,1701045574.692668,35721957076.18979,1701045575.0566566,0.2288511058554033,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2057,54,845,108.26315789473684,177.65840733072798,54,0.0017609596252441406,19,808448,14.71483318931865,251.2469291167192,31562.509695290875,1.0,361,0.9999999999999999,0,0,0,0,0,0.0017609596252441406,0.6651270389556885,140.82.114.22
1701045575.357795,TCP,44,6,0.6651270389556885,7398,26,0,0,1,0,0,0,0,0,33,33.07638798528181,33.07638798528181,0.0,2,2,3,8,18,1701045575.357795,1701045574.692668,37423002651.547585,1701045575.0703447,0.2322216550867407,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2111,54,845,105.55,173.56338179466312,54,1701045575.357795,0,808448,14.71483318931865,251.2469291167192,31562.509695290875,1.0,361,0.9999999999999999,0,0,0,0,0,0.0,0.6651270389556885,140.82.114.22
1701045575.357795,TCP,44,6,0.6651270389556885,7452,27,0,0,1,0,0,0,0,0,34,34.57986016643098,34.57986016643098,0.0,2,2,4,8,18,1701045575.357795,1701045574.692668,39124048226.90538,1701045575.0828426,0.23456035756383556,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,54,54,54,54.0,0.0,54,0.0,1,808448,10.392304845413264,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0.0,0.6651270389556885,140.82.114.22
1701045575.508207,TCP,47,6,0.30349302291870117,1425,6,0,0,0,0,1,0,0,0,35,16.47484331572059,16.47484331572059,0.0,0,0,0,3,5,1701045575.508207,1701045575.204714,8505227876.609109,1701045575.3218217,0.11197201098038682,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,108,54,54,54.0,0.0,54,0.15041208267211914,2,808448,10.392304845413264,0.0,0.0,0.0,4,,0,0,0,0,0,0.16357016563415527,0.30349302291870117,149.154.167.91
1701045576.651737,TCP,128,6,0.0,108,28,0,0,0,1,1,0,0,0,1,16.47484331572059,16.47484331572059,0.0,0,0,0,1,1,1701045576.651737,1701045576.651737,1701045576.651737,1701045576.651737,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,216,54,108,72.0,25.45584412271571,108,1.1435298919677734,3,808448,12.0,36.0,648.0,1.0,9,1.0,0,0,0,0,0,1701045576.651737,0.0,192.168.43.110
1701045576.741132,TCP,45,6,0.08939504623413086,162,1,0,0,0,0,1,0,0,0,36,22.3726043472463,22.3726043472463,0.0,0,0,0,1,2,1701045576.741132,1701045576.651737,3402091153.392869,1701045576.6964345,0.04469752311706543,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,270,54,108,67.5,23.382685902179844,54,0.08939504623413086,4,808448,11.61895003862225,33.0681115275729,546.75,1.0,16,0.9999999999999999,0,0,0,0,0,0.08939504623413086,0.08939504623413086,3.18.218.179
1701045576.741132,TCP,45,6,0.08939504623413086,272,2,0,0,0,1,1,0,0,0,37,33.55890652086945,33.55890652086945,0.0,0,0,0,2,3,1701045576.741132,1701045576.651737,5103136730.134001,1701045576.7113335,0.042141228931392334,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,380,54,110,76.0,26.951808844676826,110,0.0,5,808448,12.328828005937952,38.1156135986291,726.4,1.0,25,1.0,0,0,0,0,0,0.0,0.08939504623413086,3.18.218.179
1701045576.788778,TCP,128,6,0.1370410919189453,326,29,0,0,0,0,1,0,0,0,2,29.18832551601275,29.18832551601275,0.0,0,0,0,2,4,1701045576.788778,1701045576.651737,6804182306.922779,1701045576.7306948,0.04956277635202934,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,434,54,110,72.33333333333333,25.933676090279903,54,0.04764604568481445,6,808448,12.027745701779143,36.6757564490647,672.5555555555555,1.0,36,1.0,0,0,0,0,0,0.04764604568481445,0.1370410919189453,192.168.43.110
1701045576.988281,TCP,41,6,0.0,54,1,0,0,0,0,1,0,0,0,38,29.18832551601275,29.18832551601275,0.0,0,0,0,0,1,1701045576.988281,1701045576.988281,1701045576.988281,1701045576.988281,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,488,54,110,69.71428571428571,24.852216260551582,54,0.19950294494628906,7,808448,11.807987611298184,35.14634129070121,617.6326530612245,1.0,49,1.0,0,0,0,0,0,1701045576.988281,0.0,20.221.80.166
1701045576.98834,TCP,128,6,5.888938903808594e-05,108,30,0,0,0,0,1,0,0,0,1,33961.975708502025,33961.975708502025,0.0,0,0,0,0,2,1701045576.98834,1701045576.988281,3402091153.9766207,1701045576.9883103,2.9444935832405446e-05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,542,54,110,67.75,23.820946664647902,54,5.888938903808594e-05,8,808448,11.640446726822816,33.687905841711206,567.4375,1.0,64,1.0,0,0,0,0,0,5.888938903808594e-05,5.888938903808594e-05,192.168.43.110
1701045577.524707,ICMP,64,1,0.0,0,1,0,0,0,0,0,0,0,0,39,33961.975708502025,33961.975708502025,0.0,0,0,0,0,0,1701045576.98834,1701045576.988281,3402091153.9766207,1701045576.9883103,2.9444935832405446e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,984,54,442,109.33333333333333,119.7404600700105,442,0.5363671779632568,9,808448,14.787382008545888,169.3385825958029,14337.77777777778,1.0,81,1.0,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045577.627558,ICMP,64,1,0.0,0,2,0,0,0,0,0,0,0,0,40,33961.975708502025,33961.975708502025,0.0,0,0,0,0,0,1701045576.98834,1701045576.988281,3402091153.9766207,1701045576.9883103,2.9444935832405446e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1426,54,442,142.6,151.2085976391554,442,0.10285091400146484,10,808448,16.88786546606764,213.84124952870997,22864.039999999997,1.0,100,0.9999999999999999,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045577.724594,ICMP,64,1,0.0,0,3,0,0,0,0,0,0,0,0,41,33961.975708502025,33961.975708502025,0.0,0,0,0,0,0,1701045576.98834,1701045576.988281,3402091153.9766207,1701045576.9883103,2.9444935832405446e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1868,54,442,169.8181818181818,167.91005069371798,442,0.09703612327575684,11,808448,18.429225801328812,237.46067094980987,28193.78512396694,1.0,121,0.9999999999999998,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045577.835647,ICMP,64,1,0.0,0,4,0,0,0,0,0,0,0,0,42,33961.975708502025,33961.975708502025,0.0,0,0,0,0,0,1701045576.98834,1701045576.988281,3402091153.9766207,1701045576.9883103,2.9444935832405446e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2310,54,442,192.5,177.49201859989836,442,0.1110529899597168,12,808448,19.621416870348583,251.01161991695392,31503.416666666668,1.0,144,1.0,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045577.925151,ICMP,64,1,0.0,0,5,0,0,0,0,0,0,0,0,43,33961.975708502025,33961.975708502025,0.0,0,0,0,0,0,1701045576.98834,1701045576.988281,3402091153.9766207,1701045576.9883103,2.9444935832405446e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2752,54,442,211.69230769230768,183.03063409645796,442,0.08950400352478027,13,808448,20.57631199667752,258.8444050689583,33500.21301775148,1.0,169,1.0,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045578.02481,ICMP,64,1,0.0,0,6,0,0,0,0,0,0,0,0,44,33961.975708502025,33961.975708502025,0.0,0,0,0,0,0,1701045576.98834,1701045576.988281,3402091153.9766207,1701045576.9883103,2.9444935832405446e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3194,54,442,228.14285714285714,186.07903740955163,442,0.09965896606445312,14,808448,21.360845355128486,263.15549837791843,34625.4081632653,1.0,196,0.9999999999999999,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045578.125255,ICMP,64,1,0.0,0,7,0,0,0,0,0,0,0,0,45,33961.975708502025,33961.975708502025,0.0,0,0,0,0,0,1701045576.98834,1701045576.988281,3402091153.9766207,1701045576.9883103,2.9444935832405446e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3636,54,442,242.4,187.5173947486828,442,0.10044503211975098,15,808448,22.018174311236617,265.1896428344566,35162.77333333332,1.0,225,1.0,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045578.224957,ICMP,64,1,0.0,0,8,0,0,0,0,0,0,0,0,46,33961.975708502025,33961.975708502025,0.0,0,0,0,0,0,1701045576.98834,1701045576.988281,3402091153.9766207,1701045576.9883103,2.9444935832405446e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4078,54,442,254.875,187.88157007806805,442,0.0997018814086914,16,808448,22.577643809751272,265.70466452435494,35299.484375,1.0,256,1.0,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045578.327563,ICMP,64,1,0.0,0,9,0,0,0,0,0,0,0,0,47,33961.975708502025,33961.975708502025,0.0,0,0,0,0,0,1701045576.98834,1701045576.988281,3402091153.9766207,1701045576.9883103,2.9444935832405446e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4520,54,442,265.88235294117646,187.51435469849523,442,0.10260605812072754,17,808448,23.060023978355982,265.18534355425106,35161.633217993076,1.0,289,0.9999999999999999,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045578.428085,ICMP,64,1,0.0,0,10,0,0,0,0,0,0,0,0,48,33961.975708502025,33961.975708502025,0.0,0,0,0,0,0,1701045576.98834,1701045576.988281,3402091153.9766207,1701045576.9883103,2.9444935832405446e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4962,54,442,275.6666666666667,186.64315328097805,442,0.10052204132080078,18,808448,23.480488353808433,263.95327869403957,34835.66666666666,1.0,324,0.9999999999999999,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045578.430722,TCP,41,6,0.0,54,2,0,0,0,0,1,0,0,0,49,33961.975708502025,33961.975708502025,0.0,0,0,0,0,1,1701045578.430722,1701045578.430722,1701045578.430722,1701045578.430722,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,5016,54,442,264.0,188.28757400932167,54,0.0026369094848632812,19,808448,22.978250586152114,266.2788407903106,35452.21052631579,1.0,361,0.9999999999999999,0,0,0,0,0,1701045578.430722,0.0,20.221.80.166
1701045578.430775,TCP,128,6,5.2928924560546875e-05,108,31,0,0,0,0,1,0,0,0,2,37786.52252252252,37786.52252252252,0.0,0,0,0,0,2,1701045578.430775,1701045578.430722,3402091156.861497,1701045578.4307485,2.6464462280273438e-05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,5070,54,442,253.5,189.14108490753668,54,1701045578.430775,0,808448,22.978250586152114,266.2788407903106,35452.21052631579,1.0,361,0.9999999999999999,0,0,0,0,0,5.2928924560546875e-05,5.2928924560546875e-05,192.168.43.110
1701045578.533583,ICMP,64,1,0.0,0,11,0,0,0,0,0,0,0,0,50,37786.52252252252,37786.52252252252,0.0,0,0,0,0,0,1701045578.430775,1701045578.430722,3402091156.861497,1701045578.4307485,2.6464462280273438e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,442,442,442,442.0,0.0,442,0.10280799865722656,1,808448,29.732137494637012,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045578.626756,ICMP,64,1,0.0,0,12,0,0,0,0,0,0,0,0,51,37786.52252252252,37786.52252252252,0.0,0,0,0,0,0,1701045578.430775,1701045578.430722,3402091156.861497,1701045578.4307485,2.6464462280273438e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,884,442,442,442.0,0.0,442,0.09317302703857422,2,808448,29.732137494637012,0.0,0.0,0.0,4,,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045578.727068,ICMP,64,1,0.0,0,13,0,0,0,0,0,0,0,0,52,37786.52252252252,37786.52252252252,0.0,0,0,0,0,0,1701045578.430775,1701045578.430722,3402091156.861497,1701045578.4307485,2.6464462280273438e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1326,442,442,442.0,0.0,442,0.1003119945526123,3,808448,29.732137494637012,0.0,0.0,0.0,9,,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045578.827839,ICMP,64,1,0.0,0,14,0,0,0,0,0,0,0,0,53,37786.52252252252,37786.52252252252,0.0,0,0,0,0,0,1701045578.430775,1701045578.430722,3402091156.861497,1701045578.4307485,2.6464462280273438e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1768,442,442,442.0,0.0,442,0.10077095031738281,4,808448,29.732137494637012,0.0,0.0,0.0,16,,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045578.926782,ICMP,64,1,0.0,0,15,0,0,0,0,0,0,0,0,54,37786.52252252252,37786.52252252252,0.0,0,0,0,0,0,1701045578.430775,1701045578.430722,3402091156.861497,1701045578.4307485,2.6464462280273438e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2210,442,442,442.0,0.0,442,0.09894299507141113,5,808448,29.732137494637012,0.0,0.0,0.0,25,,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045579.028866,ICMP,64,1,0.0,0,16,0,0,0,0,0,0,0,0,55,37786.52252252252,37786.52252252252,0.0,0,0,0,0,0,1701045578.430775,1701045578.430722,3402091156.861497,1701045578.4307485,2.6464462280273438e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2652,442,442,442.0,0.0,442,0.10208415985107422,6,808448,29.732137494637012,0.0,0.0,0.0,36,,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045579.127567,ICMP,64,1,0.0,0,17,0,0,0,0,0,0,0,0,56,37786.52252252252,37786.52252252252,0.0,0,0,0,0,0,1701045578.430775,1701045578.430722,3402091156.861497,1701045578.4307485,2.6464462280273438e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3094,442,442,442.0,0.0,442,0.09870100021362305,7,808448,29.732137494637012,0.0,0.0,0.0,49,,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045579.229571,ICMP,64,1,0.0,0,18,0,0,0,0,0,0,0,0,57,37786.52252252252,37786.52252252252,0.0,0,0,0,0,0,1701045578.430775,1701045578.430722,3402091156.861497,1701045578.4307485,2.6464462280273438e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3536,442,442,442.0,0.0,442,0.1020040512084961,8,808448,29.732137494637012,0.0,0.0,0.0,64,,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045579.328587,ICMP,64,1,0.0,0,19,0,0,0,0,0,0,0,0,58,37786.52252252252,37786.52252252252,0.0,0,0,0,0,0,1701045578.430775,1701045578.430722,3402091156.861497,1701045578.4307485,2.6464462280273438e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3978,442,442,442.0,0.0,442,0.09901595115661621,9,808448,29.732137494637012,0.0,0.0,0.0,81,,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045579.429237,ICMP,64,1,0.0,0,20,0,0,0,0,0,0,0,0,59,37786.52252252252,37786.52252252252,0.0,0,0,0,0,0,1701045578.430775,1701045578.430722,3402091156.861497,1701045578.4307485,2.6464462280273438e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4420,442,442,442.0,0.0,442,0.10064983367919922,10,808448,29.732137494637012,0.0,0.0,0.0,100,,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045579.528727,ICMP,64,1,0.0,0,21,0,0,0,0,0,0,0,0,60,37786.52252252252,37786.52252252252,0.0,0,0,0,0,0,1701045578.430775,1701045578.430722,3402091156.861497,1701045578.4307485,2.6464462280273438e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4862,442,442,442.0,0.0,442,0.09949016571044922,11,808448,29.732137494637012,0.0,0.0,0.0,121,,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045579.629751,ICMP,64,1,0.0,0,22,0,0,0,0,0,0,0,0,61,37786.52252252252,37786.52252252252,0.0,0,0,0,0,0,1701045578.430775,1701045578.430722,3402091156.861497,1701045578.4307485,2.6464462280273438e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5304,442,442,442.0,0.0,442,0.10102391242980957,12,808448,29.732137494637012,0.0,0.0,0.0,144,,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045579.762114,ICMP,64,1,0.0,0,23,0,0,0,0,0,0,0,0,62,37786.52252252252,37786.52252252252,0.0,0,0,0,0,0,1701045578.430775,1701045578.430722,3402091156.861497,1701045578.4307485,2.6464462280273438e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5746,442,442,442.0,0.0,442,0.13236308097839355,13,808448,29.732137494637012,0.0,0.0,0.0,169,,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045579.798435,TCP,52,6,0.0,137,1,0,0,0,1,1,0,0,0,63,37786.52252252252,37786.52252252252,0.0,0,0,0,1,1,1701045579.798435,1701045579.798435,1701045579.798435,1701045579.798435,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,5883,137,442,420.2142857142857,78.5495099297512,137,0.03632092475891113,14,808448,28.990146109127693,111.08578226041425,6170.025510204081,1.0,196,1.0,0,0,0,0,0,1701045579.798435,0.0,142.250.190.42
1701045579.8201,ARP,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37786.52252252252,37786.52252252252,0.0,0,0,0,0,0,1701045579.798435,1701045579.798435,1701045579.798435,1701045579.798435,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5925,42,442,395.0,121.07573387484932,42,0.021665096282958984,15,0,28.106938645110393,171.22694492008748,14659.333333333334,1.0,225,0.9999999999999998,0,0,0,0,0,0.0,0.0,0
1701045579.820128,ARP,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37786.52252252252,37786.52252252252,0.0,0,0,0,0,0,1701045579.798435,1701045579.798435,1701045579.798435,1701045579.798435,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5967,42,442,372.9375,145.0669969143568,42,2.7894973754882812e-05,16,0,27.310712184049688,205.1557144890193,21044.43359375,1.0,256,1.0,0,0,0,0,0,0.0,0.0,0
1701045579.831271,ICMP,64,1,0.0,0,24,0,0,0,0,0,0,0,0,64,37786.52252252252,37786.52252252252,0.0,0,0,0,0,0,1701045579.798435,1701045579.798435,1701045579.798435,1701045579.798435,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6409,42,442,377.0,141.67070351803198,442,0.011142969131469727,17,808448,27.459060435491963,200.35263030613856,20070.58823529412,1.0,289,0.9999999999999999,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045579.848343,TCP,128,6,0.04990792274475098,191,32,0,0,0,0,1,0,0,0,1,40.07379770600347,40.07379770600347,0.0,0,0,0,1,2,1701045579.848343,1701045579.798435,3402091159.646778,1701045579.823389,0.02495396137266023,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,6463,42,442,359.05555555555554,156.29973776270822,54,0.017071962356567383,18,808448,26.797595248661978,221.04120893938017,24429.60802469136,1.0,324,1.0,0,0,0,0,0,0.04990792274475098,0.04990792274475098,192.168.43.110
1701045579.872538,TCP,52,6,0.0,102,2,0,0,0,1,1,0,0,0,65,40.07379770600347,40.07379770600347,0.0,0,0,0,1,1,1701045579.872538,1701045579.872538,1701045579.872538,1701045579.872538,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,6565,42,442,345.5263157894737,162.5994006660323,102,0.024195194244384766,19,808448,26.28787993693952,229.95027765563975,26438.56509695291,1.0,361,0.9999999999999999,0,0,0,0,0,1701045579.872538,0.0,142.250.190.42
1701045579.927112,TCP,128,6,0.054574012756347656,156,33,0,0,0,0,1,0,0,0,2,36.64747924858017,36.64747924858017,0.0,0,0,0,1,2,1701045579.927112,1701045579.872538,3402091159.79965,1701045579.899825,0.027287006378173828,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,6619,42,442,330.95,170.74409945880998,54,1701045579.927112,0,808448,26.28787993693952,229.95027765563975,26438.56509695291,1.0,361,0.9999999999999999,0,0,0,0,0,0.054574012756347656,0.054574012756347656,192.168.43.110
1701045579.931728,ICMP,64,1,0.0,0,25,0,0,0,0,0,0,0,0,66,36.64747924858017,36.64747924858017,0.0,0,0,0,0,0,1701045579.927112,1701045579.872538,3402091159.79965,1701045579.899825,0.027287006378173828,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,442,442,442,442.0,0.0,442,0.00461578369140625,1,808448,29.732137494637012,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0.0,0.0,192.168.43.221
1701045580.031008,ICMP,64,1,0.0,0,26,0,0,0,0,0,0,0,0,67,36.64747924858017,36.64747924858017,0.0,0,0,0,0,0,1701045579.927112,1701045579.872538,3402091159.79965,1701045579.899825,0.027287006378173828,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,884,442,442,442.0,0.0,442,0.09928011894226074,2,808448,29.732137494637012,0.0,0.0,0.0,4,,0,0,0,0,0,0.0,0.0,192.168.43.221
